CLASS,SECTION,CATEGORY,CATEGORY,SUBJECT,TOPIC,OP - DESCRIPTER,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,631. instrumentality,631. INSTRUMENTALITY,1. Actual Subservience,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,632. means,632. MEANS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,633. instrument,633. INSTRUMENT,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,634. substitute,634. SUBSTITUTE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,635. materials,635. MATERIALS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,636. store,636. STORE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,637. provision,637. PROVISION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,638. waste,638. WASTE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,639. sufficiency,639. SUFFICIENCY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,640. insufficiency,640. INSUFFICIENCY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,641. redundancy,641. REDUNDANCY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,642. importance,642. IMPORTANCE,2. Degree of Subservience,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,643. unimportance,643. UNIMPORTANCE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,644. utility,644. UTILITY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,645. inutility,645. INUTILITY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,646. expedience,646. EXPEDIENCE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,647. inexpedience,647. INEXPEDIENCE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,648. goodness,648. GOODNESS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,649. badness,649. BADNESS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,650. perfection,650. PERFECTION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,651. imperfection,651. IMPERFECTION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,652. cleanness,652. CLEANNESS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,653. uncleanness,653. UNCLEANNESS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,654. health,654. HEALTH,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,655. disease,655. DISEASE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,656. salubrity,656. SALUBRITY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,657. insalubrity,657. INSALUBRITY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,658. improvement,658. IMPROVEMENT,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,659. deterioration,659. DETERIORATION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,660. restoration,660. RESTORATION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,661. relapse,661. RELAPSE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,662. remedy,662. REMEDY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,663. bane,663. BANE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,664. safety,664. SAFETY,3. Contingent Subservience,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,665. danger,665. DANGER,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,666. refuge,666. REFUGE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,667. pitfall,667. PITFALL,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,668. warning,668. WARNING,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,669. alarm,669. ALARM,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,670. preservation,670. PRESERVATION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,671. escape,671. ESCAPE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,2. Subservience to Ends,2. SUBSERVIENCE TO ENDS,672. deliverance,672. DELIVERANCE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,3. Precursory Measures,3. PRECURSORY MEASURES,673. preparation,673. PREPARATION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,3. Precursory Measures,3. PRECURSORY MEASURES,674. nonpreparation,674. NONPREPARATION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,3. Precursory Measures,3. PRECURSORY MEASURES,675. essay,675. ESSAY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,3. Precursory Measures,3. PRECURSORY MEASURES,676. undertaking,676. UNDERTAKING,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,3. Precursory Measures,3. PRECURSORY MEASURES,677. use,677. USE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,3. Precursory Measures,3. PRECURSORY MEASURES,678. disuse,678. DISUSE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION II. PROSPECTIVE VOLITION,3. Precursory Measures,3. PRECURSORY MEASURES,679. misuse,679. MISUSE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,680. action,680. ACTION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,681. inaction,681. INACTION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,682. activity,682. ACTIVITY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,683. inactivity,683. INACTIVITY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,684. haste,684. HASTE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,685. leisure,685. LEISURE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,686. exertion,686. EXERTION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,687. repose,687. REPOSE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,688. fatigue,688. FATIGUE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,689. refreshment,689. REFRESHMENT,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,690. agent,690. AGENT,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,1. Simple voluntary Action,1. SIMPLE VOLUNTARY ACTION,691. workshop,691. WORKSHOP,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,692. conduct,692. CONDUCT,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,693. direction,693. DIRECTION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,694. director,694. DIRECTOR,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,695. advice,695. ADVICE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,696. council,696. COUNCIL,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,697. precept,697. PRECEPT,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,698. skill,698. SKILL,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,699. unskillfulness,699. UNSKILLFULNESS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,700. proficient,700. PROFICIENT,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,701. bungler,701. BUNGLER,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,702. cunning,702. CUNNING,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION III. VOLUNTARY ACTION,2. Complex Voluntary Action,2. COMPLEX VOLUNTARY ACTION,703. artlessness,703. ARTLESSNESS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,1. Conditional Antagonism,1. CONDITIONAL ANTAGONISM,704. difficulty,704. DIFFICULTY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,1. Conditional Antagonism,1. CONDITIONAL ANTAGONISM,705. facility,705. FACILITY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,706. hindrance,706. HINDRANCE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,707. aid,707. AID,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,708. opposition,708. OPPOSITION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,709. cooperation,709. COOPERATION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,710. opponent,710. OPPONENT,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,711. auxiliary,711. AUXILIARY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,712. party,712. PARTY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,713. discord,713. DISCORD,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,714. concord,714. CONCORD,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,715. defiance,715. DEFIANCE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,716. attack,716. ATTACK,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,717. defense,717. DEFENSE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,718. retaliation,718. RETALIATION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,719. resistance,719. RESISTANCE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,720. contention,720. CONTENTION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,721. peace,721. PEACE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,722. warfare,722. WARFARE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,723. pacification,723. PACIFICATION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,724. mediation,724. MEDIATION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,725. submission,725. SUBMISSION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,726. combatant,726. COMBATANT,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,727. arms,727. ARMS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION IV. ANTAGONISM,2. Active Antagonism,2. ACTIVE ANTAGONISM,728. arena,728. ARENA,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION V. RESULTS OF VOLUNTARY ACTION,2. Active Antagonism,2. ACTIVE ANTAGONISM,729. completion,729. COMPLETION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION V. RESULTS OF VOLUNTARY ACTION,2. Active Antagonism,2. ACTIVE ANTAGONISM,730. noncompletion,730. NONCOMPLETION,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION V. RESULTS OF VOLUNTARY ACTION,2. Active Antagonism,2. ACTIVE ANTAGONISM,731. success,731. SUCCESS,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION V. RESULTS OF VOLUNTARY ACTION,2. Active Antagonism,2. ACTIVE ANTAGONISM,732. failure,732. FAILURE,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION V. RESULTS OF VOLUNTARY ACTION,2. Active Antagonism,2. ACTIVE ANTAGONISM,733. trophy,733. TROPHY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION V. RESULTS OF VOLUNTARY ACTION,2. Active Antagonism,2. ACTIVE ANTAGONISM,734. prosperity,734. PROSPERITY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION V. RESULTS OF VOLUNTARY ACTION,2. Active Antagonism,2. ACTIVE ANTAGONISM,735. adversity,735. ADVERSITY,,,
VOLITION - INDIVIDUAL VOLUNTARY POWERS,SECTION V. RESULTS OF VOLUNTARY ACTION,2. Active Antagonism,2. ACTIVE ANTAGONISM,736. mediocrity,736. MEDIOCRITY,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,737. authority,737. AUTHORITY,737a. government 737b. politics,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,738. laxity,738. LAXITY,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,739. severity,739. SEVERITY,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,740. lenity,740. LENITY,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,741. command,741. COMMAND,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,742. disobedience,742. DISOBEDIENCE,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,743. obedience,743. OBEDIENCE,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,744. compulsion,744. COMPULSION,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,745. master,745. MASTER,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,746. servant,746. SERVANT,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,747. scepter,747. SCEPTER,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,748. freedom,748. FREEDOM,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,749. subjection,749. SUBJECTION,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,750. liberation,750. LIBERATION,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,751. restraint,751. RESTRAINT,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,752. prison,752. PRISON,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,753. keeper,753. KEEPER,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,754. prisoner,754. PRISONER,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,755. commission,755. COMMISSION,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,756. abrogation,756. ABROGATION,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,757. resignation,757. RESIGNATION,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,758. consignee,758. CONSIGNEE,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION I. GENERAL INTERSOCIAL VOLITION,1. General Volition,1. GENERAL VOLITION,759. deputy,759. DEPUTY,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION II. SPECIAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,760. permission,760. PERMISSION,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION II. SPECIAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,761. prohibition,761. PROHIBITION,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION II. SPECIAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,762. consent,762. CONSENT,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION II. SPECIAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,763. offer,763. OFFER,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION II. SPECIAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,764. refusal,764. REFUSAL,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION II. SPECIAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,765. request,765. REQUEST,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION II. SPECIAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,766. deprecation,766. DEPRECATION,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION II. SPECIAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,767. petitioner,767. PETITIONER,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION III. CONDITIONAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,768. promise,768. PROMISE,768a. release from engagement,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION III. CONDITIONAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,769. compact,769. COMPACT,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION III. CONDITIONAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,770. conditions,770. CONDITIONS,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION III. CONDITIONAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,771. security,771. SECURITY,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION III. CONDITIONAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,772. observance,772. OBSERVANCE,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION III. CONDITIONAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,773. nonobservance,773. NONOBSERVANCE,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION III. CONDITIONAL INTERSOCIAL VOLITION,2. Special,2. SPECIAL,774. compromise,774. COMPROMISE,,,
VOLITION - INTERSOCIAL VOLUNTARY POWERS,SECTION IV. POSSESSIVE RELATIONS,1. Property in general,1. PROPERTY IN GENERAL,775. acquisition,775. ACQUISITION,"<-- That is, relations which concern property. -->",,
