V1,V2,V3,C4,C3,C2,C1,NOT
,,,632. MEANS ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,633. INSTRUMENT ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,634. SUBSTITUTE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,635. MATERIALS ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,636. STORE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,637. PROVISION ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,638. WASTE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,639. SUFFICIENCY ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,640. INSUFFICIENCY ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,641. REDUNDANCY ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,642. IMPORTANCE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,2. Degree of Subservience 
,,,643. UNIMPORTANCE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,644. UTILITY ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,645. INUTILITY ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,646. EXPEDIENCE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,647. INEXPEDIENCE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,648. GOODNESS ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,649. BADNESS ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,650. PERFECTION ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,651. IMPERFECTION ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,652. CLEANNESS ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,653. UNCLEANNESS ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,654. HEALTH ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,655. DISEASE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,656. SALUBRITY ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,657. INSALUBRITY ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,658. IMPROVEMENT ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,659. DETERIORATION ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,660. RESTORATION ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,661. RELAPSE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,662. REMEDY ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,663. BANE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,664. SAFETY ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,3. Contingent Subservience 
,,,665. DANGER ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,666. REFUGE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,667. PITFALL ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,668. WARNING ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,669. ALARM ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,670. PRESERVATION ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,671. ESCAPE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,672. DELIVERANCE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,673. PREPARATION ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,674. NONPREPARATION ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,675. ESSAY ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,676. UNDERTAKING ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,677. USE ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,678. DISUSE ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,679. MISUSE ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,680. ACTION ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,681. INACTION ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,682. ACTIVITY ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,683. INACTIVITY ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,684. HASTE ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,685. LEISURE ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,686. EXERTION ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,687. REPOSE ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,688. FATIGUE ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,689. REFRESHMENT ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,690. AGENT ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,691. WORKSHOP ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,692. CONDUCT ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,693. DIRECTION ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,694. DIRECTOR ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,695. ADVICE ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,696. COUNCIL ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,697. PRECEPT ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,698. SKILL ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,699. UNSKILLFULNESS ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,700. PROFICIENT ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,701. BUNGLER ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,702. CUNNING ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,703. ARTLESSNESS ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,704. DIFFICULTY ,1. CONDITIONAL ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,705. FACILITY ,1. CONDITIONAL ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,706. HINDRANCE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,707. AID ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,708. OPPOSITION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,709. COOPERATION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,710. OPPONENT ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,711. AUXILIARY ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,712. PARTY ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,713. DISCORD ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,714. CONCORD ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,715. DEFIANCE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,716. ATTACK ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,717. DEFENSE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,718. RETALIATION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,719. RESISTANCE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,720. CONTENTION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,721. PEACE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,722. WARFARE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,723. PACIFICATION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,724. MEDIATION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,725. SUBMISSION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,726. COMBATANT ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,727. ARMS ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,728. ARENA ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,729. COMPLETION ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,730. NONCOMPLETION ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,731. SUCCESS ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,732. FAILURE ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,733. TROPHY ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,734. PROSPERITY ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,735. ADVERSITY ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,736. MEDIOCRITY ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,737. AUTHORITY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,737a. government 737b. politics 
,,,738. LAXITY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,739. SEVERITY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,740. LENITY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,741. COMMAND ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,742. DISOBEDIENCE ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,743. OBEDIENCE ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,744. COMPULSION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,745. MASTER ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,746. SERVANT ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,747. SCEPTER ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,748. FREEDOM ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,749. SUBJECTION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,750. LIBERATION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,751. RESTRAINT ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,752. PRISON ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,753. KEEPER ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,754. PRISONER ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,755. COMMISSION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,756. ABROGATION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,757. RESIGNATION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,758. CONSIGNEE ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,759. DEPUTY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,760. PERMISSION ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,761. PROHIBITION ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,762. CONSENT ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,763. OFFER ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,764. REFUSAL ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,765. REQUEST ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,766. DEPRECATION ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,767. PETITIONER ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,768. PROMISE ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,768a. release from engagement 
,,,769. COMPACT ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,770. CONDITIONS ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,771. SECURITY ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,772. OBSERVANCE ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,773. NONOBSERVANCE ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,774. COMPROMISE ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,775. ACQUISITION ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,"<-- That is, relations which concern property. --> "
,,,776. LOSS ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,777. POSSESSION ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,777a. exemption 
,,,778. PARTICIPATION ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,779. POSSESSOR ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,780. PROPERTY ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,781. RETENTION ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,782. RELINQUISHMENT ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,783. TRANSFER ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,784. GIVING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,785. RECEIVING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,786. APPORTIONMENT ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,787. LENDING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,788. BORROWING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,789. TAKING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,790. RESTITUTION ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,791. STEALING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,792. THIEF ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,793. BOOTY ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,794. BARTER ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,795. PURCHASE ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,796. SALE ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,797. MERCHANT ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,798. MERCHANDISE ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,799. MART ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,799a. stock market 799b. Securities
