V1,V2,V3,C4,C3,C2,C1,NOT
,,,666. REFUGE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,667. PITFALL ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,668. WARNING ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,669. ALARM ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,670. PRESERVATION ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,671. ESCAPE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,672. DELIVERANCE ,2. SUBSERVIENCE TO ENDS ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,673. PREPARATION ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,674. NONPREPARATION ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,675. ESSAY ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,676. UNDERTAKING ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,677. USE ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,678. DISUSE ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,679. MISUSE ,3. PRECURSORY MEASURES ,SECTION II. PROSPECTIVE VOLITION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,680. ACTION ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,681. INACTION ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,682. ACTIVITY ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,683. INACTIVITY ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,684. HASTE ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,685. LEISURE ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,686. EXERTION ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,687. REPOSE ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,688. FATIGUE ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,689. REFRESHMENT ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,690. AGENT ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,691. WORKSHOP ,1. SIMPLE VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,692. CONDUCT ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,693. DIRECTION ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,694. DIRECTOR ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,695. ADVICE ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,696. COUNCIL ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,697. PRECEPT ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,698. SKILL ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,699. UNSKILLFULNESS ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,700. PROFICIENT ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,701. BUNGLER ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,702. CUNNING ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,703. ARTLESSNESS ,2. COMPLEX VOLUNTARY ACTION ,SECTION III. VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,704. DIFFICULTY ,1. CONDITIONAL ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,705. FACILITY ,1. CONDITIONAL ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,706. HINDRANCE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,707. AID ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,708. OPPOSITION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,709. COOPERATION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,710. OPPONENT ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,711. AUXILIARY ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,712. PARTY ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,713. DISCORD ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,714. CONCORD ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,715. DEFIANCE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,716. ATTACK ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,717. DEFENSE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,718. RETALIATION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,719. RESISTANCE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,720. CONTENTION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,721. PEACE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,722. WARFARE ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,723. PACIFICATION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,724. MEDIATION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,725. SUBMISSION ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,726. COMBATANT ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,727. ARMS ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,728. ARENA ,2. ACTIVE ANTAGONISM ,SECTION IV. ANTAGONISM ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,729. COMPLETION ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,730. NONCOMPLETION ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,731. SUCCESS ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,732. FAILURE ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,733. TROPHY ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,734. PROSPERITY ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,735. ADVERSITY ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,736. MEDIOCRITY ,2. ACTIVE ANTAGONISM ,SECTION V. RESULTS OF VOLUNTARY ACTION ,VOLITION - INDIVIDUAL VOLUNTARY POWERS,
,,,737. AUTHORITY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,737a. government 737b. politics 
,,,738. LAXITY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,739. SEVERITY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,740. LENITY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,741. COMMAND ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,742. DISOBEDIENCE ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,743. OBEDIENCE ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,744. COMPULSION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,745. MASTER ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,746. SERVANT ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,747. SCEPTER ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,748. FREEDOM ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,749. SUBJECTION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,750. LIBERATION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,751. RESTRAINT ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,752. PRISON ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,753. KEEPER ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,754. PRISONER ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,755. COMMISSION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,756. ABROGATION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,757. RESIGNATION ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,758. CONSIGNEE ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,759. DEPUTY ,1. GENERAL VOLITION,SECTION I. GENERAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,760. PERMISSION ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,761. PROHIBITION ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,762. CONSENT ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,763. OFFER ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,764. REFUSAL ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,765. REQUEST ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,766. DEPRECATION ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,767. PETITIONER ,2. SPECIAL ,SECTION II. SPECIAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,768. PROMISE ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,768a. release from engagement 
,,,769. COMPACT ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,770. CONDITIONS ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,771. SECURITY ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,772. OBSERVANCE ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,773. NONOBSERVANCE ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,774. COMPROMISE ,2. SPECIAL ,SECTION III. CONDITIONAL INTERSOCIAL VOLITION ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,775. ACQUISITION ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,"<-- That is, relations which concern property. --> "
,,,776. LOSS ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,777. POSSESSION ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,777a. exemption 
,,,778. PARTICIPATION ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,779. POSSESSOR ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,780. PROPERTY ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,781. RETENTION ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,782. RELINQUISHMENT ,1. PROPERTY IN GENERAL ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,783. TRANSFER ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,784. GIVING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,785. RECEIVING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,786. APPORTIONMENT ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,787. LENDING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,788. BORROWING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,789. TAKING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,790. RESTITUTION ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,791. STEALING ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,792. THIEF ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,793. BOOTY ,2. TRANSFER OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,794. BARTER ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,795. PURCHASE ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,796. SALE ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,797. MERCHANT ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,798. MERCHANDISE ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,799. MART ,3. INTERCHANGE OF PROPERTY ,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,799a. stock market 799b. Securities
,,,800. MONEY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,801. TREASURER ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,802. TREASURY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,803. WEALTH ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,804. POVERTY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,805. CREDIT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,806. DEBT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,807. PAYMENT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,808. NONPAYMENT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,809. EXPENDITURE ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,810. RECEIPT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,811. ACCOUNTS ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,812. PRICE ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,812a. value 812b. worthlessness 
,,,813. DISCOUNT ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,814. DEARNESS ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,815. CHEAPNESS ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,816. LIBERALITY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,817. ECONOMY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,817a. greed 
,,,818. PRODIGALITY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,819. PARSIMONY ,4. MONETARY RELATIONS,SECTION IV. POSSESSIVE RELATIONS ,VOLITION - INTERSOCIAL VOLUNTARY POWERS,
,,,820. AFFECTIONS ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,821. FEELING ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,822. SENSIBILITY ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,823. INSENSIBILITY ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,824. EXCITATION ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,825. EXCITABILITY ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,826. INEXCITABILITY ,0. GENERAL,SECTION I. AFFECTIONS IN GENERAL ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,827. PLEASURE ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,828. PAIN ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,829. PLEASURABLENESS ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,830. PAINFULNESS ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,831. CONTENT ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,832. DISCONTENT ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,833. REGRET ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,834. RELIEF ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,835. AGGRAVATION ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
,,,836. CHEERFULNESS ,1. PASSIVE AFFECTIONS ,SECTION II PERSONAL AFFECTIONS ,AFFECTIONS - SENTIMENT AND MORAL POWERS,
